U	y	U-y
-0.4520325412276962	-0.522922859820996	0.07089031859329975
1.1149589638294275	1.0609189672953057	0.05403999653412184
-0.5237395908794558	-0.5242700228992093	0.0005304320197535572
2.0275745569658215	1.9963953888673083	0.031179168098513177
3.875356072919206	3.8761333645628313	-0.0007772916436254995
5.351478437938132	5.304780044533057	0.04669839340507487
-14.11260731432006	-14.15248910893767	0.03988179461761021
-2.6278565019246556	-2.673461930356255	0.045605428431599204
5.462864385147674	5.472195843072285	-0.009331457924610653
3.250668976005918	3.266968353457902	-0.016299377451983954
3.0472700138869735	2.9965573005845116	0.050712713302461854
-1.4957645021650539	-1.5692971850452617	0.07353268288020787
3.242677827714773	3.2089331970441144	0.033744630670658804
8.946095063716982	8.984659868818904	-0.03856480510192206
2.0895588010649475	2.1214614590485343	-0.031902657983586824
3.4437104776730814	3.4895203425992913	-0.045809864926209976
-0.6692862170913554	-0.7014501763832619	0.03216395929190652
7.1355772765649155	7.1829996805457785	-0.04742240398086306
-0.593921636141635	-0.5758287972223829	-0.018092838919252063
2.4357425761811555	2.367331990691912	0.06841058548924339
-17.59514758334833	-17.52801097759262	-0.06713660575571012
-1.5514673317352665	-1.5440303869279857	-0.007436944807280854
3.0277826850877614	2.97742019769393	0.05036248739383131
-3.1496987465176445	-3.167815645168982	0.018116898651337365
-1.0642651256208635	-0.9985124771274294	-0.0657526484934341
-2.4395767455888344	-2.421019692748802	-0.018557052840032284
-0.8754123898099464	-0.8237557602600328	-0.05165662954991357
-1.5214936328544426	-1.5149555117520983	-0.0065381211023443075
-21.645200336209072	-21.636066530569963	-0.009133805639109482
-0.5393937844855642	-0.47827583149744624	-0.06111795298811795
2.4796261312881853	2.446527241756106	0.0330988895320794
-1.9119876645456413	-1.8588121284006156	-0.05317553614502568
3.57970195037973	3.5192269469074695	0.060475003472260536
1.7882977363024497	1.8174267240773967	-0.02912898777494699
1.207913862086204	1.2576102240605085	-0.04969636197430449
-0.1922680044815247	-0.23426081588412925	0.04199281140260455
-3.9496075283947065	-3.909341970430869	-0.04026555796383757
1.7223959635240793	1.6543943569427753	0.06800160658130405
-0.30747026550476875	-0.3306739889723569	0.023203723467588144
-4.988694552131531	-4.978622706627608	-0.010071845503923704
1.3704199589412815	1.336297028468734	0.03412293047254744
2.8196733262906486	2.8598442244982936	-0.04017089820764497
-1.341734320168962	-1.27403918849095	-0.06769513167801189
1.934994716621635	1.8788617379788728	0.05613297864276223
-5.950076851076205	-5.919434950819457	-0.0306419002567484
-7.811073688205912	-7.861565354074108	0.0504916658681962
3.2241372706816778	3.2927340788283623	-0.06859680814668456
1.4806748100640952	1.4721898334727812	0.008484976591313975
2.498339294293308	2.5668665788581526	-0.06852728456484458
4.712463878504073	4.674409902177654	0.03805397632641849
-25.221789597411927	-25.159787773976667	-0.06200182343525995
-0.1680471010749135	-0.21528156513077693	0.04723446405586343
2.0074720431755417	1.9870671914508995	0.020404851724642237
14.174890691634513	14.215180245356402	-0.04028955372188925
2.3572534339930917	2.392371454927906	-0.03511802093481409
-4.365063412591397	-4.3645730243308645	-0.0004903882605322707
-0.3753977979626394	-0.33746014973808414	-0.037937648224555254
3.9978897229313217	3.9864011181631307	0.011488604768191024
-1.2761024832667065	-1.344506339776101	0.06840385650939451
-1.1982373011096317	-1.1965934068618733	-0.0016438942477583485
1.6894804371871994	1.723422657621363	-0.033942220434163506
10.260053313294641	10.219102670967986	0.040950642326654574
-1.034905775626338	-1.0301520678686886	-0.004753707757649384
2.212391324625544	2.1701742530494434	0.04221707157610055
1.5400299675163203	1.5754890297648818	-0.035459062248561546
-3.6557307086410447	-3.5857589794635967	-0.06997172917744798
40.47775606862583	40.466691627511004	0.01106444111482574
1.2603680009791418	1.1909253576736543	0.06944264330548755
-1.8708982817147182	-1.8558622853590607	-0.015035996355657444
-1.3191709468721537	-1.2758279793933978	-0.04334296747875599
-4.334593967671599	-4.275129675312413	-0.05946429235918593
-15.672840416076024	-15.659505604086744	-0.013334811989279771
3.188077995930105	3.2155350046905036	-0.027457008760398693
-1.4389809156773354	-1.3860722053003878	-0.052908710376947665
-24.07739634698324	-24.011763641974976	-0.06563270500826235
-1.8353606161270717	-1.7608413837539931	-0.07451923237307856
-1.4984876261897586	-1.4772172235505965	-0.021270402639162134
3.7486369549768614	3.7807413012270916	-0.032104346250230176
-1.6497324141824752	-1.7131172529669338	0.06338483878445866
2.9544564951025785	2.954508215455582	-5.172035300349265e-05
-0.4471055969184763	-0.3869214114715472	-0.060184185446929106
-8.787324750883217	-8.778325851454447	-0.008998899428769747
-26.883302668638326	-26.848432296910307	-0.03487037172801877
-2.289825481104897	-2.299890578638818	0.010065097533921374
8.7439993752476	8.684275990623094	0.05972338462450644
-0.7237278968820994	-0.6614860682710985	-0.062241828611000916
3.0359868373477763	3.072445702090281	-0.036458864742504815
-2.4059651418074988	-2.468520846532443	0.06255570472494432
1.4947516404789938	1.422062793766427	0.07268884671256681
-0.9862253975830674	-1.0543777240928642	0.06815232650979686
-9.707310812854116	-9.737946472591393	0.030635659737276555
1.8529476447227922	1.927896308555109	-0.07494866383231691
3.4251934678891134	3.3606861982165683	0.06450726967254505
8.641916423747737	8.585790838204135	0.056125585543602696
-2.2277263095078386	-2.262820445193555	0.0350941356857164
-2.620183459449485	-2.686748861409463	0.06656540195997795
1.9946015559145063	2.0434043165219995	-0.04880276060749322
1.790110212871288	1.80546496329175	-0.015354750420462082
-26.00148729533345	-26.039600348774968	0.03811305344151705
1.8854661289499588	1.8383463131382414	0.047119815811717425
